0,1
"What is thirty-six billion, four hundred and twenty-nine million, five hundred and twenty-six thousand, eight hundred and eighty-nine plus twenty-seven billion, five hundred and twenty-nine million, two hundred and ninety-two thousand, eight hundred and ninety-seven?","sixty-three billion, nine hundred and fifty-eight million, eight hundred and nineteen thousand, seven hundred and eighty-six"
What is forty-four plus seventy-four?,one hundred and eighteen
"What is five hundred and twenty-two thousand, two hundred and sixty-six plus six hundred and eighty-seven thousand and fifty?","one million, two hundred and nine thousand, three hundred and sixteen"
"What is five million, nine hundred and three thousand, one hundred and sixty-six plus nine million, four hundred and ten thousand, three hundred and thirty-seven?","fifteen million, three hundred and thirteen thousand, five hundred and three"
"What is four billion, eight hundred and twenty-three million, six hundred and eighteen thousand, six hundred and ninety-eight plus six billion, six hundred and eighty-eight million, seven hundred and ninety-four thousand, two hundred and nine?","eleven billion, five hundred and twelve million, four hundred and twelve thousand, nine hundred and seven"
"What is six billion, four hundred and fifty-six million, four hundred and fifty-three thousand, five hundred and ninety-eight plus eight billion, three hundred and ninety million, two hundred and eighty thousand and eighty-one?","fourteen billion, eight hundred and forty-six million, seven hundred and thirty-three thousand, six hundred and seventy-nine"
"What is thirteen million, nine hundred and eighteen thousand, two hundred and forty-four plus eighteen million, four hundred and nine thousand, three hundred and fifty-nine?","thirty-two million, three hundred and twenty-seven thousand, six hundred and three"
"What is forty-two trillion, five hundred and sixteen billion, seventy-seven million, nine hundred thousand, two hundred and sixty-nine plus eighty-one trillion, eight hundred and seventy-one billion, three hundred and twenty-four million, four hundred and one thousand, seven hundred and twelve?","one hundred and twenty-four trillion, three hundred and eighty-seven billion, four hundred and two million, three hundred and one thousand, nine hundred and eighty-one"
"What is four hundred and fifty thousand, eight hundred and twenty-eight plus two hundred and seventy-seven thousand, two hundred and forty-seven?",seven hundred and twenty-eight thousand and seventy-five
"What is seven million, three hundred and thirty-eight thousand and thirty-eight plus nine million, eight hundred and eighty thousand and fifty-three?","seventeen million, two hundred and eighteen thousand and ninety-one"
"What is seventeen million, four hundred and thirty-five thousand, six hundred and fifty-three plus seventy-eight million, three hundred and twenty-one thousand, four hundred and three?","ninety-five million, seven hundred and fifty-seven thousand and fifty-six"
"What is fifty-five thousand, nine hundred and seventy-five plus ninety-one thousand, four hundred and eight?","one hundred and forty-seven thousand, three hundred and eighty-three"
"What is three million, one hundred and ninety-one thousand, one hundred and seventy-nine plus eight million, one hundred and fifteen thousand, six hundred and ninety-nine?","eleven million, three hundred and six thousand, eight hundred and seventy-eight"
What is four hundred and seventy-two plus seven hundred and seventy-nine?,"one thousand, two hundred and fifty-one"
"What is eight hundred and eighty-eight million, nine hundred and thirty-four thousand and thirty-two plus seven hundred and sixteen million, four hundred and seventy-nine thousand, one hundred and six?","one billion, six hundred and five million, four hundred and thirteen thousand, one hundred and thirty-eight"
"What is seven hundred and seventy-six thousand, six hundred and forty-four plus two hundred and sixty-seven thousand, five hundred and twenty-four?","one million, forty-four thousand, one hundred and sixty-eight"
"What is ninety-one billion, two million, eight hundred and sixty-two thousand, four hundred and twenty-eight plus forty-two billion, four hundred and seventy-eight million, three hundred and forty-four thousand, two hundred and eighty-nine?","one hundred and thirty-three billion, four hundred and eighty-one million, two hundred and six thousand, seven hundred and seventeen"
"What is four hundred and twenty-eight billion, two hundred and ninety-eight million, four hundred and eighty-two thousand, seven hundred and sixty-one plus two hundred and ninety-three billion, two hundred and sixteen million, four hundred and eighty-four thousand, three hundred and forty?","seven hundred and twenty-one billion, five hundred and fourteen million, nine hundred and sixty-seven thousand, one hundred and one"
"What is seven trillion, one hundred and forty-nine billion, eighty-three million, nine hundred and thirty-five thousand, one hundred and seventeen plus nine trillion, seven hundred and thirty-six billion, two hundred and fifty-one million, four hundred and one thousand, seven hundred and fifty-nine?","sixteen trillion, eight hundred and eighty-five billion, three hundred and thirty-five million, three hundred and thirty-six thousand, eight hundred and seventy-six"
"What is two hundred and sixty trillion, seven hundred and forty-six billion, seven hundred and forty million, four hundred and thirty-eight thousand, two hundred and eighty-five plus nine hundred and fifty-seven trillion, two hundred and forty-eight billion, three hundred and eighty-three million, two hundred and fifty-six thousand and ninety-four?","one quadrillion, two hundred and seventeen trillion, nine hundred and ninety-five billion, one hundred and twenty-three million, six hundred and ninety-four thousand, three hundred and seventy-nine"
"What is thirty-six thousand, seven hundred and seventy-eight plus seventy-three thousand, eight hundred and fifty-four?","one hundred and ten thousand, six hundred and thirty-two"
"What is four hundred and seventy-two thousand, four hundred and fifty-four plus eight hundred and twenty-three thousand, seven hundred and eighty-seven?","one million, two hundred and ninety-six thousand, two hundred and forty-one"
"What is five hundred and ninety-four trillion, five hundred and nine billion, one hundred and thirty-four million, six hundred and eighty-one thousand, eight hundred and forty-nine plus nine hundred trillion, three hundred and eighty-five billion, four hundred and six million, seven hundred and ninety-five thousand and sixteen?","one quadrillion, four hundred and ninety-four trillion, eight hundred and ninety-four billion, five hundred and forty-one million, four hundred and seventy-six thousand, eight hundred and sixty-five"
"What is thirty-four million, six hundred and nine thousand, three hundred and ninety-eight plus seventy million, five hundred and ninety-eight thousand, two hundred and thirty-eight?","one hundred and five million, two hundred and seven thousand, six hundred and thirty-six"
"What is three hundred and thirty-four million, seven hundred and eight thousand, six hundred and forty-four plus one hundred and six million, three hundred and ninety-eight thousand and ninety-three?","four hundred and forty-one million, one hundred and six thousand, seven hundred and thirty-seven"
"What is five billion, eight hundred and thirty-nine million, twenty-six thousand, five hundred and thirty plus nine billion, four hundred and seventy-nine million, five hundred and twenty-five thousand, five hundred and sixty-one?","fifteen billion, three hundred and eighteen million, five hundred and fifty-two thousand and ninety-one"
"What is four hundred and forty-one million, seven hundred and seventeen thousand, two hundred and twenty-five plus nine hundred and thirty-six million, six hundred and sixty-one thousand, nine hundred and ninety-eight?","one billion, three hundred and seventy-eight million, three hundred and seventy-nine thousand, two hundred and twenty-three"
"What is eight trillion, nine hundred and sixty-four billion, four hundred and nineteen million, one hundred and twenty-five thousand, three hundred and ninety plus five trillion, nine hundred and thirty-six billion, seven hundred and eighty million, twenty-six thousand, two hundred and thirty-eight?","fourteen trillion, nine hundred and one billion, one hundred and ninety-nine million, one hundred and fifty-one thousand, six hundred and twenty-eight"
"What is three hundred and thirty-five thousand, seven hundred and thirty-nine plus six hundred and thirty thousand, eight hundred and sixty-four?","nine hundred and sixty-six thousand, six hundred and three"
"What is two hundred and thirty-nine billion, two hundred and ninety-four million, fourteen thousand, seven hundred and forty-nine plus nine hundred and forty-eight billion, eight hundred and one million, eight hundred and thirty-seven thousand, four hundred and twenty-two?","one trillion, one hundred and eighty-eight billion, ninety-five million, eight hundred and fifty-two thousand, one hundred and seventy-one"
"What is sixty-four million, eight hundred and ninety-six thousand, three hundred and fifty-three plus seventy million, five hundred and eighty-seven thousand, four hundred and fifty-two?","one hundred and thirty-five million, four hundred and eighty-three thousand, eight hundred and five"
What is seventy plus forty-one?,one hundred and eleven
"What is two hundred and sixty-six thousand, nine hundred and eighty-nine plus two hundred and thirty-five thousand and sixty-seven?",five hundred and two thousand and fifty-six
"What is six hundred and ninety-four trillion, three hundred and seventy billion, one hundred and eighty-three million, twenty-three thousand, one hundred and ninety plus five hundred and fifty-nine trillion, six hundred and fifty-two billion, one hundred and seventy-eight million, forty thousand, three hundred and thirty-seven?","one quadrillion, two hundred and fifty-four trillion, twenty-two billion, three hundred and sixty-one million, sixty-three thousand, five hundred and twenty-seven"
"What is one billion, five hundred and fourteen million, thirty-eight thousand, nine hundred and forty plus six billion, seven hundred and eighty-five million, one hundred and twenty-seven thousand and twenty-eight?","eight billion, two hundred and ninety-nine million, one hundred and sixty-five thousand, nine hundred and sixty-eight"
What is nine hundred and fifty-four plus three hundred and thirty-one?,"one thousand, two hundred and eighty-five"
"What is three million, six hundred thousand, six hundred and fifty-six plus five million, one hundred and ninety-four thousand, two hundred and sixty-four?","eight million, seven hundred and ninety-four thousand, nine hundred and twenty"
"What is thirty trillion, one hundred and eighty-one billion, two hundred and fifty-six million, fifty thousand, one hundred and thirty plus eighty-nine trillion, five hundred and eleven billion, four hundred and thirty-six million, seven hundred and fifty-three thousand, two hundred and ninety-seven?","one hundred and nineteen trillion, six hundred and ninety-two billion, six hundred and ninety-two million, eight hundred and three thousand, four hundred and twenty-seven"
"What is fifty-five billion, seven hundred million, two hundred and ninety-six thousand, two hundred and forty-one plus seventy-two billion, twenty-seven million, four hundred and ninety-two thousand, three hundred and thirty-six?","one hundred and twenty-seven billion, seven hundred and twenty-seven million, seven hundred and eighty-eight thousand, five hundred and seventy-seven"
"What is sixty-three thousand, nine hundred and sixty-nine plus forty-three thousand, four hundred and seventy?","one hundred and seven thousand, four hundred and thirty-nine"
What is two hundred and thirty-one plus four hundred and twenty-two?,six hundred and fifty-three
What is four hundred plus one hundred and twelve?,five hundred and twelve
"What is five trillion, nine hundred and ninety-eight billion, one hundred and fourteen million, three hundred and thirty-three thousand, three hundred and fifty-five plus nine trillion, five hundred and ninety-eight billion, four hundred and seventy-eight million, seven hundred and eighty-seven thousand, six hundred and thirty-four?","fifteen trillion, five hundred and ninety-six billion, five hundred and ninety-three million, one hundred and twenty thousand, nine hundred and eighty-nine"
"What is one hundred and fifty billion, seven hundred and ninety-two million, two hundred and ninety-one thousand, one hundred and nine plus six hundred and forty-eight billion, two hundred and forty-six million, six hundred and twenty-five thousand, three hundred and eighty-seven?","seven hundred and ninety-nine billion, thirty-eight million, nine hundred and sixteen thousand, four hundred and ninety-six"
"What is four hundred and fourteen billion, one hundred and fifty-five million, five hundred and seventeen thousand, four hundred and forty-six plus nine hundred and twenty-seven billion, two hundred and ninety-three million, seven hundred and seventy-seven thousand and eighty-five?","one trillion, three hundred and forty-one billion, four hundred and forty-nine million, two hundred and ninety-four thousand, five hundred and thirty-one"
"What is sixty-six million, one hundred and twenty-two thousand, five hundred and fifty-five plus sixty-six million, four hundred and thirty-seven thousand, six hundred and seventy-two?","one hundred and thirty-two million, five hundred and sixty thousand, two hundred and twenty-seven"
What is three hundred and sixty-one plus seven hundred and seventy-seven?,"one thousand, one hundred and thirty-eight"
"What is three million, one hundred and sixty-eight thousand, five hundred and fifty-one plus four million, eight hundred and thirty-one thousand, six hundred and ninety-eight?","eight million, two hundred and forty-nine"
"What is forty-nine thousand, three hundred and twenty-four plus seventy-three thousand, two hundred and twenty-eight?","one hundred and twenty-two thousand, five hundred and fifty-two"
"What is seven hundred and sixteen billion, two hundred and thirty-six million, seven hundred and twenty-two thousand, seven hundred and forty-six plus four hundred and twenty-nine billion, seven hundred million, six hundred and ninety-four thousand and fourteen?","one trillion, one hundred and forty-five billion, nine hundred and thirty-seven million, four hundred and sixteen thousand, seven hundred and sixty"
"What is three hundred and seventy-five trillion, two hundred and eighty-six billion, two hundred and seventy-four million, nine hundred and eighty-three thousand, eight hundred and eighty plus eight hundred and thirty-six trillion, six hundred and seventeen billion, five hundred and twenty-eight million, eight hundred and sixty-nine thousand, two hundred and eighty-one?","one quadrillion, two hundred and eleven trillion, nine hundred and three billion, eight hundred and three million, eight hundred and fifty-three thousand, one hundred and sixty-one"
"What is nine trillion, three hundred and ninety-nine billion, five hundred and fifty million, eight hundred and fifty-six thousand and fifty-three plus one trillion, seven hundred and twenty-four billion, four hundred and two million, nine hundred and twenty thousand and thirty-six?","eleven trillion, one hundred and twenty-three billion, nine hundred and fifty-three million, seven hundred and seventy-six thousand and eighty-nine"
"What is seventy-four million, one hundred and fifty-four thousand, eight hundred and forty-five plus eighty million, nine hundred and fifty-two thousand, seven hundred and thirty-seven?","one hundred and fifty-five million, one hundred and seven thousand, five hundred and eighty-two"
"What is sixty-seven billion, eight hundred and forty-nine million, seven hundred and eighteen thousand and fifty plus twenty billion, two hundred and seventy-eight million, four hundred and twenty-six thousand, four hundred and eighty-nine?","eighty-eight billion, one hundred and twenty-eight million, one hundred and forty-four thousand, five hundred and thirty-nine"
"What is ninety-four million, eight hundred and sixty-seven thousand, one hundred and ninety-four plus eighty-seven million, eight hundred and sixty thousand, eight hundred and four?","one hundred and eighty-two million, seven hundred and twenty-seven thousand, nine hundred and ninety-eight"
"What is six million, seven hundred and ninety-nine thousand, nine hundred and twenty-seven plus five million, eight hundred and twenty-six thousand, nine hundred and sixty-five?","twelve million, six hundred and twenty-six thousand, eight hundred and ninety-two"
"What is eight billion, one hundred and sixty-six million, eight hundred and forty-eight thousand, six hundred and fifty-four plus eight billion, seven hundred and nine million, five hundred and thirty-three thousand, four hundred and fifty-seven?","sixteen billion, eight hundred and seventy-six million, three hundred and eighty-two thousand, one hundred and eleven"
"What is twenty-three million, seven hundred and seventy-two thousand, eight hundred and twenty-eight plus thirty-seven million, two hundred and thirty thousand, five hundred and eighty?","sixty-one million, three thousand, four hundred and eight"
"What is one trillion, seven hundred and twenty-one billion, five hundred and eighty-nine million, three hundred and fifty-seven thousand, six hundred and eighty-nine plus one trillion, eight hundred and forty-eight billion, five hundred and sixty-seven million, four hundred and forty-one thousand, eight hundred and eighteen?","three trillion, five hundred and seventy billion, one hundred and fifty-six million, seven hundred and ninety-nine thousand, five hundred and seven"
"What is fifty-five trillion, three hundred and fifty-six billion, thirty-five million, six hundred and sixty-eight thousand, one hundred and thirty-four plus twenty-eight trillion, six hundred and sixty-nine billion, four hundred and eighty-three million, three hundred and thirty-five thousand, one hundred and seventy-four?","eighty-four trillion, twenty-five billion, five hundred and nineteen million, three thousand, three hundred and eight"
"What is six thousand and nineteen plus seven thousand, three hundred and eighty-one?","thirteen thousand, four hundred"
"What is sixty-one million, twenty-three thousand, nine hundred and ninety-one plus seventy-three million, nineteen thousand, one hundred and eighty-three?","one hundred and thirty-four million, forty-three thousand, one hundred and seventy-four"
"What is thirty-two billion, nine hundred and nineteen million, two hundred and twenty-five thousand, five hundred and four plus ninety-one billion, thirty-one million, one hundred and ninety-seven thousand and forty-seven?","one hundred and twenty-three billion, nine hundred and fifty million, four hundred and twenty-two thousand, five hundred and fifty-one"
"What is two hundred and forty-six thousand, eight hundred and seventy-eight plus nine hundred and ninety thousand, seven hundred and fifty-nine?","one million, two hundred and thirty-seven thousand, six hundred and thirty-seven"
What is two hundred and seventy-three plus four hundred and three?,six hundred and seventy-six
"What is thirty-one billion, seven hundred and thirty million, two hundred and sixty thousand, two hundred and fourteen plus twenty-one billion, twenty-one million, six hundred and ninety-six thousand, two hundred and thirty-three?","fifty-two billion, seven hundred and fifty-one million, nine hundred and fifty-six thousand, four hundred and forty-seven"
What is twenty-seven plus ninety-eight?,one hundred and twenty-five
"What is seven thousand, nine hundred and ninety-five plus three thousand, six hundred and fifty-seven?","eleven thousand, six hundred and fifty-two"
"What is three million, seven hundred and eighty-nine thousand, nine hundred and seventy-one plus seven million, three hundred and seventy-one thousand, four hundred and eighteen?","eleven million, one hundred and sixty-one thousand, three hundred and eighty-nine"
"What is nine billion, three hundred and forty-six million, three hundred and four thousand, six hundred and ninety-eight plus seven billion, twenty million, four hundred and eighty-five thousand, one hundred and eighty-two?","sixteen billion, three hundred and sixty-six million, seven hundred and eighty-nine thousand, eight hundred and eighty"
"What is thirteen trillion, five hundred and nine billion, three hundred and twenty million, eight hundred and twenty-eight thousand, eight hundred and twenty-five plus nineteen trillion, six hundred and forty-five billion, three hundred and ninety-seven million, one hundred and sixty-two thousand, five hundred and forty-three?","thirty-three trillion, one hundred and fifty-four billion, seven hundred and seventeen million, nine hundred and ninety-one thousand, three hundred and sixty-eight"
What is thirty-nine plus fifteen?,fifty-four
"What is nine trillion, two hundred and ninety-eight billion, six hundred and sixty-four million, eight hundred and ninety-seven thousand, nine hundred and forty-five plus two trillion, nine hundred and sixty-seven billion, three hundred and seventy-six million, one hundred and sixty-one thousand, three hundred and eighty-five?","twelve trillion, two hundred and sixty-six billion, forty-one million, fifty-nine thousand, three hundred and thirty"
"What is five hundred and ninety-three billion, nine hundred and thirty-seven million, nine hundred and fifty-one thousand, four hundred and nine plus seven hundred and thirty-one billion, six hundred and seventy-nine million, eight hundred and thirty-six thousand, two hundred and thirty-five?","one trillion, three hundred and twenty-five billion, six hundred and seventeen million, seven hundred and eighty-seven thousand, six hundred and forty-four"
"What is seven hundred and sixty-five billion, six hundred and eighty-seven million, four hundred and fifty-nine thousand and ten plus six hundred and forty-two billion, one hundred and thirty-two million, sixty-four thousand, seven hundred and seventeen?","one trillion, four hundred and seven billion, eight hundred and nineteen million, five hundred and twenty-three thousand, seven hundred and twenty-seven"
"What is four billion, eight hundred and eighty-four million, eight hundred and twenty-seven thousand, five hundred and seventy-nine plus three billion, one hundred and fifty-seven million, eight hundred and eighty-one thousand, five hundred and twenty-one?","eight billion, forty-two million, seven hundred and nine thousand, one hundred"
"What is forty-five thousand, four hundred and ten plus eighty thousand and eighty-six?","one hundred and twenty-five thousand, four hundred and ninety-six"
"What is three hundred million, two hundred and forty thousand, eight hundred and thirty-four plus one hundred and seventy-one million, one hundred and forty-six thousand, six hundred and seven?","four hundred and seventy-one million, three hundred and eighty-seven thousand, four hundred and forty-one"
"What is one hundred and seventy-two billion, eight hundred million, five hundred and forty-eight thousand, three hundred and eighty-six plus six hundred and forty-six billion, forty-three million, seven hundred and fifty-three thousand, six hundred and seventy-two?","eight hundred and eighteen billion, eight hundred and forty-four million, three hundred and two thousand and fifty-eight"
"What is nine hundred and thirty-nine thousand, eight hundred and forty-five plus nine hundred and twenty-six thousand, one hundred and ninety-two?","one million, eight hundred and sixty-six thousand and thirty-seven"
"What is forty-two billion, three hundred and ninety-five million, four hundred and seventy-four thousand, six hundred and seventy-six plus sixty billion, four hundred and thirty-three million, two hundred and seventy-three thousand, six hundred and ninety-eight?","one hundred and two billion, eight hundred and twenty-eight million, seven hundred and forty-eight thousand, three hundred and seventy-four"
"What is one billion, fifty-three million, six hundred and seventy-five thousand and ninety-six plus five billion, nine hundred and forty-five million, two hundred and ninety-five thousand, four hundred and eighty-seven?","six billion, nine hundred and ninety-eight million, nine hundred and seventy thousand, five hundred and eighty-three"
"What is six hundred and eighty-seven trillion, two hundred and ninety-two billion, six hundred and sixty-eight million, eight hundred and eighty-two thousand, eight hundred and one plus nine hundred and forty-eight trillion, one hundred and two billion, five hundred and ninety-seven million, six hundred and seventy-five thousand, four hundred and forty-nine?","one quadrillion, six hundred and thirty-five trillion, three hundred and ninety-five billion, two hundred and sixty-six million, five hundred and fifty-eight thousand, two hundred and fifty"
"What is four hundred and one trillion, three hundred and eighteen billion, three hundred and two million, seven hundred and fifty thousand, nine hundred and forty-seven plus eight hundred and nineteen trillion, eight hundred and fifteen billion, two hundred and eighty-nine million, three hundred and eighty-two thousand, two hundred and fifty-six?","one quadrillion, two hundred and twenty-one trillion, one hundred and thirty-three billion, five hundred and ninety-two million, one hundred and thirty-three thousand, two hundred and three"
"What is two trillion, three hundred and sixty-eight billion, five hundred and seventeen million, six hundred and thirty-two thousand, nine hundred and ninety-nine plus five trillion, three hundred and fifty-six billion, seven hundred and ninety-seven million, two hundred and seventeen thousand, three hundred and sixty-two?","seven trillion, seven hundred and twenty-five billion, three hundred and fourteen million, eight hundred and fifty thousand, three hundred and sixty-one"
"What is eighty-four million, four hundred and forty-two thousand, seven hundred and twenty-eight plus sixty-nine million, four hundred and sixty-two thousand, four hundred and nineteen?","one hundred and fifty-three million, nine hundred and five thousand, one hundred and forty-seven"
What is thirty-six plus fifty-two?,eighty-eight
What is thirteen plus forty-one?,fifty-four
What is nine hundred and fifty-seven plus one hundred and forty-two?,one thousand and ninety-nine
"What is six thousand, five hundred and sixty-seven plus two thousand and eighty-two?","eight thousand, six hundred and forty-nine"
"What is forty thousand, two hundred and thirty plus sixty-nine thousand, eight hundred and sixty-six?",one hundred and ten thousand and ninety-six
"What is one trillion, seven hundred and sixty-one billion, six hundred and six million, two hundred and fifty-eight thousand, four hundred and forty-four plus one trillion, seven hundred and twenty-five billion, six hundred and twenty million, eight hundred and ninety-nine thousand and sixty-three?","three trillion, four hundred and eighty-seven billion, two hundred and twenty-seven million, one hundred and fifty-seven thousand, five hundred and seven"
"What is eight hundred and sixteen trillion, five hundred and sixty-five billion, nine hundred and fifty-five million, three hundred and eleven thousand, two hundred and eighty plus four hundred and sixty-one trillion, seven hundred and fifty-six billion, seventy-one million, three hundred and fifty thousand, six hundred and forty-nine?","one quadrillion, two hundred and seventy-eight trillion, three hundred and twenty-two billion, twenty-six million, six hundred and sixty-one thousand, nine hundred and twenty-nine"
"What is nine hundred and four thousand, four hundred and ninety-six plus nine hundred and ninety-eight thousand and six?","one million, nine hundred and two thousand, five hundred and two"
What is sixty-six plus forty-eight?,one hundred and fourteen
What is twenty-one plus twenty-nine?,fifty
"What is nine million, three hundred and four thousand, one hundred and nine plus six million, nine hundred and thirty-seven thousand and fifty-seven?","sixteen million, two hundred and forty-one thousand, one hundred and sixty-six"
What is sixty-six plus eighty?,one hundred and forty-six
What is ninety-two plus twenty-eight?,one hundred and twenty
What is ninety-seven plus thirty-two?,one hundred and twenty-nine
"What is five hundred and forty-four billion, four hundred and sixty-one million, four hundred and thirty-five thousand, four hundred and thirty plus one hundred and twenty-five billion, fifty-eight million, four hundred and ninety-six thousand, eight hundred and sixty-six?","six hundred and sixty-nine billion, five hundred and nineteen million, nine hundred and thirty-two thousand, two hundred and ninety-six"
What is ninety-two plus forty-eight?,one hundred and forty
"What is eight million, seven hundred and fifty-three thousand, five hundred and nineteen plus nine million, seven hundred and forty-nine thousand, nine hundred and twenty-two?","eighteen million, five hundred and three thousand, four hundred and forty-one"
"What is one hundred and fifty-seven million, seven hundred and seventy thousand, seven hundred and seventy-eight plus nine hundred and forty-six million, six hundred and seventy thousand and fifty-two?","one billion, one hundred and four million, four hundred and forty thousand, eight hundred and thirty"
"What is forty-four trillion, three hundred and twenty-three billion, five hundred and seventy-nine million, one hundred and eighteen thousand, nine hundred and ninety-seven plus thirty-five trillion, three hundred and sixty-eight billion, seven hundred and fifty-one million, six hundred and ninety-four thousand, two hundred and fifty-two?","seventy-nine trillion, six hundred and ninety-two billion, three hundred and thirty million, eight hundred and thirteen thousand, two hundred and forty-nine"
"What is four hundred and ninety-eight billion, seven hundred and seventy million, eight hundred and two thousand, one hundred and forty-six plus three hundred and forty-one billion, three hundred and seventy-nine million, three hundred and seventy-eight thousand, four hundred and thirty-four?","eight hundred and forty billion, one hundred and fifty million, one hundred and eighty thousand, five hundred and eighty"
What is six hundred and thirty plus six hundred and fifty-eight?,"one thousand, two hundred and eighty-eight"
"What is two million, one hundred and nineteen thousand, four hundred and eighty-one plus eight million, fifty-one thousand, six hundred and eleven?","ten million, one hundred and seventy-one thousand and ninety-two"
"What is five million, nine hundred and forty-five thousand, nine hundred and ninety plus seven million, nine hundred and sixteen thousand, one hundred and thirteen?","thirteen million, eight hundred and sixty-two thousand, one hundred and three"
"What is seven trillion, seven hundred and seventy-four billion, six hundred and forty-one million, three hundred and fifty-four thousand, three hundred and ninety-eight plus three trillion, five hundred and eighty-two billion, six hundred and twenty-five million, eight hundred and seventy-five thousand, one hundred and two?","eleven trillion, three hundred and fifty-seven billion, two hundred and sixty-seven million, two hundred and twenty-nine thousand, five hundred"
"What is eight hundred and eighteen million, nine hundred and ninety-three thousand, six hundred and seventy plus five hundred and twenty-eight million, one hundred and twenty-two thousand, one hundred and ninety-nine?","one billion, three hundred and forty-seven million, one hundred and fifteen thousand, eight hundred and sixty-nine"
"What is fifty-five billion, nine hundred million, six hundred and seventy-eight thousand, six hundred and sixty-two plus eighty-one billion, three hundred and sixty-two million, three hundred and forty-five thousand, seven hundred and forty-three?","one hundred and thirty-seven billion, two hundred and sixty-three million, twenty-four thousand, four hundred and five"
"What is eighty-eight billion, five hundred and fifty-seven million, eight hundred and thirty-one thousand, six hundred and two plus ninety billion, six hundred and ninety-eight million, three hundred and seventeen thousand and ninety-one?","one hundred and seventy-nine billion, two hundred and fifty-six million, one hundred and forty-eight thousand, six hundred and ninety-three"
"What is sixty-five million, one hundred and two thousand, three hundred and fifty plus sixty-four million, nine hundred and ninety thousand, three hundred and seventy-nine?","one hundred and thirty million, ninety-two thousand, seven hundred and twenty-nine"
"What is six thousand, eight hundred and twenty-two plus six thousand, four hundred and sixty-four?","thirteen thousand, two hundred and eighty-six"
"What is three hundred and twenty-six billion, ninety-two million, nine hundred and ninety-five thousand, eight hundred and thirteen plus seven hundred and twenty-six billion, seven hundred and ninety-one million, nine hundred and forty-eight thousand, six hundred and twenty-five?","one trillion, fifty-two billion, eight hundred and eighty-four million, nine hundred and forty-four thousand, four hundred and thirty-eight"
"What is twenty thousand, nine hundred and eighty-five plus twenty-three thousand, seven hundred and seventy-eight?","forty-four thousand, seven hundred and sixty-three"
"What is two hundred and four million, three hundred and fifty-eight thousand, three hundred and seventy-two plus nine hundred and eighty-five million, eight hundred and fifty-nine thousand, two hundred and eighty-four?","one billion, one hundred and ninety million, two hundred and seventeen thousand, six hundred and fifty-six"
"What is six hundred and eighteen trillion, four hundred and twenty-nine billion, seven hundred and eighty-four million, three hundred and fifty-eight thousand, six hundred and fifty-six plus three hundred and fifty-six trillion, ninety-six billion, one hundred and ninety-nine million, one hundred and fifty-four thousand, nine hundred and ninety-six?","nine hundred and seventy-four trillion, five hundred and twenty-five billion, nine hundred and eighty-three million, five hundred and thirteen thousand, six hundred and fifty-two"
"What is five hundred and forty-five billion, six hundred and ninety-one million, eight hundred and twenty-six thousand, nine hundred and seventeen plus nine hundred and eighteen billion, nine hundred and twenty-nine million, five hundred and twenty-seven thousand, seven hundred and twenty-one?","one trillion, four hundred and sixty-four billion, six hundred and twenty-one million, three hundred and fifty-four thousand, six hundred and thirty-eight"
What is twenty-one plus ninety-seven?,one hundred and eighteen
"What is ninety-one trillion, eight hundred and forty-one billion, seven hundred and five million, nine hundred and eighteen thousand and ninety-nine plus eighty-three trillion, three hundred and fifty-four billion, three hundred and fifty-six million, two hundred and ninety-two thousand, four hundred and forty-six?","one hundred and seventy-five trillion, one hundred and ninety-six billion, sixty-two million, two hundred and ten thousand, five hundred and forty-five"
"What is seven hundred and forty-seven thousand, five hundred and sixty-seven plus three hundred and forty-four thousand, nine hundred and seventy-three?","one million, ninety-two thousand, five hundred and forty"
What is three hundred and fourteen plus six hundred and thirty-one?,nine hundred and forty-five
"What is five thousand, three hundred and ten plus five thousand, three hundred and thirty-one?","ten thousand, six hundred and forty-one"
"What is five hundred and fifty-four million, three hundred and thirty-seven thousand, two hundred and ninety-one plus three hundred and ninety-two million, nine hundred and sixty-two thousand, one hundred and thirty-seven?","nine hundred and forty-seven million, two hundred and ninety-nine thousand, four hundred and twenty-eight"
"What is three hundred and seventy-three billion, three hundred and nineteen million, four hundred and eight thousand, five hundred and seventy-two plus one hundred and seventy-four billion, eight hundred and eighty-four million, seven hundred and sixty-five thousand, nine hundred and forty-nine?","five hundred and forty-eight billion, two hundred and four million, one hundred and seventy-four thousand, five hundred and twenty-one"
"What is four hundred and eighty-seven million, four hundred and sixty-six thousand, five hundred plus nine hundred and forty-four million, thirty-two thousand, three hundred and seventy-two?","one billion, four hundred and thirty-one million, four hundred and ninety-eight thousand, eight hundred and seventy-two"
"What is eight million, three hundred and ninety-eight thousand, seven hundred and eighty-two plus two million, six hundred and nine thousand, five hundred and fifty-four?","eleven million, eight thousand, three hundred and thirty-six"
What is eighty plus sixty-one?,one hundred and forty-one
"What is thirty-two million, eight hundred and forty-five thousand, four hundred and fifty-three plus sixty million, six hundred and ninety-two thousand, four hundred and eighty-four?","ninety-three million, five hundred and thirty-seven thousand, nine hundred and thirty-seven"
"What is eight billion, seven hundred and fifty-nine million, five hundred and five thousand, six hundred and ninety-three plus nine billion, three hundred and seventy-eight million, eight hundred and seventy-three thousand, two hundred and ninety-eight?","eighteen billion, one hundred and thirty-eight million, three hundred and seventy-eight thousand, nine hundred and ninety-one"
